"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1618",77927,2018-05-06,26,22,14,6.86,47.92,2,"female","empl","par-time","divorced"
"1619",9037,2018-01-15,22,22,17,6.43,53.59,5,"male","unempl","full-time","single"
"1620",7621,2018-01-13,24,20,9,7.86,33,5,"female","empl","par-time","married"
"1621",32433,2018-02-22,17,15,12,8.14,49.46,1,"female","empl","par-time","single"
"1622",82520,2018-05-13,18,24,23,5.29,58.66,4,"male","unempl","full-time","single"
"1623",79112,2018-05-08,25,17,12,7.86,36.86,2,"female","empl","par-time","single"
"1624",22092,2018-02-05,21,20,18,6.57,62.11,1,"male","unempl","full-time","single"
"1625",6146,2018-01-10,19,17,22,6.43,80.12,4,"male","unempl","full-time","single"
"1626",56575,2018-04-01,24,24,19,5.86,51.87,1,"male","unempl","full-time","single"
"1627",76878,2018-05-04,25,21,14,7,46.47,5,"female","empl","par-time","single"
"1628",44381,2018-03-13,17,26,18,5.71,39.59,3,"male","empl","par-time","single"
"1629",74355,2018-04-30,28,20,21,6.14,61.26,2,"male","unempl","full-time","divorced"
"1630",77977,2018-05-06,25,23,30,4.43,87.76,5,"male","unempl","full-time","single"
"1631",71476,2018-04-25,23,24,20,5.71,52.34,4,"male","unempl","full-time","single"
"1632",94009,2018-05-31,23,23,17,6.29,48.47,2,"male","empl","par-time","single"
"1633",90715,2018-05-26,22,20,19,6.43,62.58,1,"male","unempl","full-time","single"
"1634",64857,2018-04-15,26,20,19,6.43,71.04,3,"male","unempl","full-time","divorced"
"1635",37313,2018-03-01,31,17,15,7.43,61.6,3,"male","unempl","full-time","divorced"
"1636",59630,2018-04-06,20,14,15,7.86,55.12,2,"male","unempl","full-time","single"
"1637",61296,2018-04-09,28,23,10,7.29,26.36,5,"female","empl","par-time","married"
"1638",60533,2018-04-08,22,26,15,6.14,38.37,3,"male","empl","par-time","single"
"1639",2361,2018-01-04,26,16,17,7.29,56.84,1,"male","unempl","full-time","divorced"
"1640",88326,2018-05-22,33,22,17,6.43,49.49,4,"male","empl","par-time","divorced"
"1641",17597,2018-01-29,24,25,17,6,48.18,3,"male","empl","par-time","single"
"1642",88189,2018-05-22,26,23,14,6.71,47.84,1,"female","empl","par-time","divorced"
"1643",82053,2018-05-12,25,21,12,7.29,32.16,1,"female","empl","par-time","married"
"1644",46424,2018-03-16,23,18,13,7.57,49.9,1,"female","empl","par-time","single"
"1645",28429,2018-02-15,27,13,9,8.86,40.71,5,"female","empl","par-time","divorced"
"1646",28901,2018-02-16,25,17,18,7,64.56,5,"male","unempl","full-time","single"
"1647",29258,2018-02-16,22,23,13,6.86,40.01,1,"female","empl","par-time","single"
"1648",26396,2018-02-12,17,23,18,6.14,51.52,5,"male","unempl","full-time","single"
"1649",47243,2018-03-17,18,23,19,6,52.97,1,"male","unempl","full-time","single"
"1650",12197,2018-01-20,33,14,14,8,59.19,4,"female","unempl","full-time","divorced"
"1651",72969,2018-04-28,27,22,17,6.43,57.2,4,"male","unempl","full-time","divorced"
"1652",90612,2018-05-26,22,18,13,7.57,46.5,4,"female","empl","par-time","single"
"1653",46297,2018-03-16,26,22,21,5.86,72.48,4,"male","unempl","full-time","divorced"
"1654",97710,2018-06-06,18,12,10,8.86,46.96,4,"female","empl","par-time","single"
"1655",31422,2018-02-20,22,20,25,5.57,72.82,1,"male","unempl","full-time","single"
"1656",1485,2018-01-03,23,19,17,6.86,66.09,1,"male","unempl","full-time","single"
"1657",38859,2018-03-04,22,22,13,7,39,2,"female","empl","par-time","single"
"1658",30533,2018-02-19,19,18,22,6.29,67.99,2,"male","unempl","full-time","single"
"1659",89810,2018-05-25,27,18,8,8.29,34.56,5,"female","empl","par-time","married"
"1660",11196,2018-01-18,20,17,12,7.86,48.47,5,"female","empl","par-time","single"
"1661",15807,2018-01-26,22,19,22,6.14,71.4,3,"male","unempl","full-time","single"
"1662",34797,2018-02-25,20,23,15,6.57,39.5,3,"male","empl","par-time","single"
"1663",15299,2018-01-25,27,17,15,7.43,53.48,2,"male","unempl","full-time","divorced"
"1664",31352,2018-02-20,20,15,12,8.14,60.72,5,"female","unempl","par-time","single"
"1665",31851,2018-02-21,20,21,14,7,45.86,4,"female","empl","par-time","single"
"1666",18353,2018-01-30,26,18,16,7.14,51.4,3,"male","unempl","full-time","divorced"
"1667",31936,2018-02-21,24,19,9,8,32.71,3,"female","empl","par-time","married"
"1668",48346,2018-03-19,19,15,15,7.71,45.63,2,"male","empl","par-time","single"
"1669",33577,2018-02-23,17,23,18,6.14,51.1,2,"male","unempl","full-time","single"
"1670",49704,2018-03-21,21,20,11,7.57,41.87,3,"female","empl","par-time","single"
"1671",98385,2018-04-26,20,21,15,6.86,47.93,3,"male","empl","par-time","single"
"1672",17624,2018-01-29,25,17,13,7.71,51.14,1,"female","unempl","par-time","single"
"1673",14009,2018-01-23,19,21,8,7.86,23.18,2,"female","empl","par-time","single"
"1674",72069,2018-04-26,24,18,12,7.71,36,2,"female","empl","par-time","single"
"1675",17342,2018-01-28,24,16,17,7.29,60.66,1,"male","unempl","full-time","single"
"1676",27974,2018-02-14,21,24,11,7,41.58,3,"female","empl","par-time","single"
"1677",34875,2018-02-26,20,19,19,6.57,66.89,3,"male","unempl","full-time","single"
"1678",36779,2018-03-01,30,27,23,4.86,62.7,4,"male","unempl","full-time","divorced"
"1679",71290,2018-04-25,26,23,19,6,56.38,4,"male","unempl","full-time","divorced"
"1680",8591,2018-01-14,22,20,10,7.71,36.12,5,"female","empl","par-time","single"
"1681",34245,2018-02-25,18,16,9,8.43,36.91,2,"female","empl","par-time","single"
"1682",39464,2018-03-05,25,18,16,7.14,61.9,4,"male","unempl","full-time","single"
"1683",26068,2018-02-11,27,22,17,6.43,47.73,4,"male","empl","par-time","divorced"
"1684",85557,2018-05-18,21,23,19,6,46.77,4,"male","empl","par-time","single"
"1685",34916,2018-02-26,27,24,5,7.86,14.26,4,"female","unempl","par-time","married"
"1686",71220,2018-04-25,18,26,14,6.29,35.18,3,"female","empl","par-time","single"
"1687",27251,2018-02-13,19,21,16,6.71,52.46,3,"male","unempl","full-time","single"
"1688",69260,2018-04-22,19,21,7,8,19.17,2,"female","unempl","par-time","single"
"1689",43769,2018-03-12,20,17,9,8.29,22.87,4,"female","empl","par-time","single"
"1690",42302,2018-03-09,27,19,17,6.86,60.54,1,"male","unempl","full-time","divorced"
"1691",40942,2018-03-07,18,17,13,7.71,45.56,5,"female","empl","par-time","single"
"1692",39975,2018-03-06,19,21,10,7.57,29.98,3,"female","empl","par-time","single"
"1693",16516,2018-01-27,25,19,17,6.86,62.57,4,"male","unempl","full-time","single"
"1694",43529,2018-03-11,23,23,17,6.29,49.43,1,"male","empl","par-time","single"
"1695",50175,2018-03-22,26,21,8,7.86,28.9,4,"female","empl","par-time","married"
"1696",28818,2018-02-16,25,19,21,6.29,77.36,5,"male","unempl","full-time","single"
"1697",37591,2018-03-02,23,22,18,6.29,64.47,4,"male","unempl","full-time","single"
"1698",44088,2018-03-12,21,26,15,6.14,42.64,1,"male","empl","par-time","single"
"1699",75735,2018-05-02,18,14,15,7.86,66.8,2,"male","unempl","full-time","single"
"1700",81552,2018-05-12,24,17,14,7.57,61.57,5,"female","unempl","full-time","single"
"1701",11597,2018-01-19,22,21,19,6.29,61.86,3,"male","unempl","full-time","single"
"1702",3614,2018-01-06,31,15,25,6.29,87.86,3,"male","unempl","full-time","single"
"1703",58643,2018-04-05,27,20,11,7.57,36.9,3,"female","empl","par-time","divorced"
"1704",22351,2018-02-05,24,22,22,5.71,69.55,2,"male","unempl","full-time","single"
"1705",81152,2018-05-11,22,23,14,6.71,41.99,5,"female","empl","par-time","single"
"1706",5252,2018-01-09,23,26,19,5.57,50.91,5,"male","unempl","full-time","single"
"1707",93014,2018-05-30,23,24,28,4.57,70.62,2,"male","unempl","full-time","single"
"1708",71749,2018-04-26,26,21,17,6.57,53.86,3,"male","unempl","full-time","divorced"
"1709",87320,2018-05-21,20,20,19,6.43,63.33,2,"male","unempl","full-time","single"
"1710",32926,2018-02-22,20,24,18,6,51.24,4,"male","unempl","full-time","single"
"1711",33953,2018-02-24,18,18,4,8.86,30.25,1,"female","empl","par-time","single"
"1712",15158,2018-01-25,32,15,15,7.71,62.8,3,"male","unempl","full-time","divorced"
"1713",17148,2018-01-28,17,24,20,5.71,51.47,5,"male","unempl","full-time","single"
"1714",18053,2018-01-30,23,16,17,7.29,67.47,4,"male","unempl","full-time","single"
"1715",74942,2018-05-01,24,17,13,7.71,45.69,1,"female","empl","par-time","single"
"1716",32454,2018-02-22,19,17,8,8.43,33.29,3,"female","empl","par-time","single"
"1717",87599,2018-05-21,26,21,5,8.29,21.3,1,"female","empl","par-time","married"
"1718",23071,2018-02-07,28,22,8,7.71,19.83,4,"female","unempl","par-time","married"
"1719",85513,2018-05-18,19,22,28,4.86,82.22,5,"male","unempl","full-time","single"
"1720",13047,2018-01-21,23,17,20,6.71,77.48,1,"male","unempl","full-time","single"
"1721",25762,2018-02-11,28,21,14,7,50.4,5,"female","unempl","full-time","divorced"
"1722",21814,2018-02-05,19,18,18,6.86,63.92,3,"male","unempl","full-time","single"
"1723",76544,2018-05-04,27,22,8,7.71,22.59,1,"female","empl","par-time","married"
"1724",46428,2018-03-16,25,15,13,8,50.3,1,"female","unempl","par-time","single"
"1725",38375,2018-03-03,23,20,15,7,56.88,5,"male","unempl","full-time","single"
"1726",73395,2018-04-28,22,16,14,7.71,52.7,3,"female","unempl","full-time","single"
"1727",18970,2018-01-31,17,24,10,7.14,24.56,4,"female","empl","par-time","single"
"1728",5610,2018-01-10,30,19,20,6.43,69.01,5,"male","unempl","full-time","divorced"
"1729",60893,2018-04-08,19,14,11,8.43,34.55,2,"female","empl","par-time","single"
"1730",84498,2018-05-16,28,18,14,7.43,52.18,4,"female","unempl","full-time","divorced"
"1731",46701,2018-03-17,25,17,11,8,42.09,3,"female","empl","par-time","single"
"1732",97266,2018-06-06,20,26,20,5.43,57.74,3,"male","unempl","full-time","single"
"1733",61245,2018-04-09,23,21,12,7.29,42.68,5,"female","empl","par-time","single"
"1734",93951,2018-06-01,23,14,11,8.43,47.07,1,"female","empl","par-time","single"
"1735",32501,2018-02-22,21,24,18,6,48.65,1,"male","empl","par-time","single"
"1736",29118,2018-02-16,20,21,17,6.57,52.17,2,"male","unempl","full-time","single"
"1737",33456,2018-02-23,26,21,10,7.57,37.65,3,"female","empl","par-time","divorced"
"1738",78602,2018-05-07,28,16,8,8.57,34.79,4,"female","empl","par-time","married"
"1739",13956,2018-01-23,24,21,12,7.29,39.04,5,"female","empl","par-time","single"
"1740",51542,2018-03-24,24,15,11,8.29,48.85,4,"female","empl","par-time","single"
"1741",87478,2018-05-21,22,20,17,6.71,60.92,3,"male","unempl","full-time","single"
"1742",94353,2018-06-01,26,19,10,7.86,36.6,3,"female","empl","par-time","divorced"
"1743",69180,2018-04-22,23,19,16,7,58.5,3,"male","unempl","full-time","single"
"1744",26026,2018-02-11,29,24,17,6.14,41.61,2,"male","empl","par-time","divorced"
"1745",34246,2018-02-25,31,21,13,7.14,48.31,3,"female","empl","par-time","divorced"
"1746",51578,2018-03-24,25,20,12,7.43,47.87,2,"female","empl","par-time","single"
"1747",85337,2018-05-18,30,20,24,5.71,81.21,4,"male","unempl","full-time","divorced"
"1748",21426,2018-02-04,25,21,19,6.29,58.15,5,"male","unempl","full-time","single"
"1749",45571,2018-03-15,22,22,14,6.86,37.76,2,"female","empl","par-time","single"
"1750",74086,2018-04-30,28,21,8,7.86,25.81,3,"female","empl","par-time","married"
"1751",65273,2018-04-15,25,24,18,6,59.4,5,"male","unempl","full-time","single"
"1752",9455,2018-01-16,27,20,20,6.29,74.28,2,"male","unempl","full-time","divorced"
"1753",67060,2018-04-18,18,22,12,7.14,36.92,5,"female","empl","par-time","single"
"1754",21655,2018-02-04,18,16,20,6.86,75.76,5,"male","unempl","full-time","single"
"1755",64339,2018-04-14,27,22,9,7.57,30.82,4,"female","empl","par-time","married"
"1756",60837,2018-04-08,24,20,10,7.71,36.26,4,"female","empl","par-time","single"
"1757",37865,2018-03-02,21,18,10,8,38.88,3,"female","empl","par-time","single"
"1758",44441,2018-03-13,20,18,11,7.86,36.57,2,"female","empl","par-time","single"
"1759",24904,2018-02-10,18,21,20,6.14,60.83,4,"male","unempl","full-time","single"
"1760",81628,2018-05-12,22,21,8,7.86,31.71,2,"female","empl","par-time","single"
"1761",4580,2018-01-08,20,22,3,8.43,13.92,2,"female","unempl","par-time","single"
"1762",99943,2018-02-05,22,20,10,7.71,22.52,1,"female","empl","par-time","single"
"1763",53632,2018-03-28,17,25,17,6,60,5,"male","unempl","full-time","single"
"1764",4922,2018-01-08,28,25,16,6.14,49.84,1,"male","empl","par-time","divorced"
"1765",4695,2018-01-08,20,20,19,6.43,56.78,1,"male","unempl","full-time","single"
"1766",40387,2018-03-06,18,22,17,6.43,54.16,2,"male","unempl","full-time","single"
"1767",72460,2018-04-27,19,20,15,7,49.26,3,"male","empl","par-time","single"
"1768",87445,2018-05-21,26,16,12,8,58.8,1,"female","unempl","par-time","divorced"
"1769",8906,2018-01-15,29,23,8,7.57,17.4,4,"female","unempl","par-time","married"
"1770",13148,2018-01-22,20,19,16,7,53.95,1,"male","unempl","full-time","single"
"1771",69783,2018-04-23,20,19,14,7.29,39,3,"female","empl","par-time","single"
"1772",28390,2018-02-15,26,18,25,5.86,83.82,4,"male","unempl","full-time","divorced"
"1773",51812,2018-03-25,19,19,21,6.29,74.56,4,"male","unempl","full-time","single"
"1774",57717,2018-04-03,22,27,16,5.86,45.2,5,"male","empl","par-time","single"
"1775",99191,2018-01-08,26,14,14,8,62.25,5,"female","unempl","full-time","divorced"
"1776",33920,2018-02-24,23,16,16,7.43,58.11,2,"male","unempl","full-time","single"
"1777",25701,2018-02-11,22,20,15,7,53.67,4,"male","unempl","full-time","single"
"1778",91982,2018-05-28,24,15,18,7.29,67.52,5,"male","unempl","full-time","single"
"1779",54409,2018-03-29,28,19,11,7.71,53.58,5,"female","unempl","par-time","divorced"
"1780",29902,2018-02-18,17,24,11,7,36.32,2,"female","empl","par-time","single"
"1781",73014,2018-04-28,27,16,9,8.43,42.95,3,"female","empl","par-time","divorced"
"1782",27719,2018-02-14,22,20,26,5.43,73.7,1,"male","unempl","full-time","single"
"1783",32330,2018-02-22,18,22,7,7.86,26.39,1,"female","empl","par-time","single"
"1784",73874,2018-04-29,20,17,1,9.43,16.55,1,"female","unempl","par-time","single"
"1785",74780,2018-05-01,27,22,15,6.71,47.56,3,"male","empl","par-time","divorced"
"1786",54396,2018-03-29,19,19,16,7,58.7,3,"male","unempl","full-time","single"
"1787",72711,2018-04-27,22,21,10,7.57,30.8,5,"female","empl","par-time","single"
"1788",95628,2018-06-03,35,21,19,6.29,57.77,1,"male","unempl","full-time","divorced"
"1789",14504,2018-01-24,17,18,22,6.29,64.04,5,"male","unempl","full-time","single"
"1790",49365,2018-03-21,19,19,10,7.86,33.91,1,"female","empl","par-time","single"
"1791",80641,2018-05-10,22,18,15,7.29,54.35,2,"male","unempl","full-time","single"
"1792",92220,2018-05-29,20,19,21,6.29,56.61,1,"male","unempl","full-time","single"
"1793",85610,2018-05-18,22,18,10,8,38.66,1,"female","empl","par-time","single"
"1794",68265,2018-04-20,18,17,20,6.71,69.5,5,"male","unempl","full-time","single"
"1795",22301,2018-02-05,26,21,18,6.43,57.9,5,"male","unempl","full-time","divorced"
"1796",40083,2018-03-06,20,22,15,6.71,50.76,4,"male","unempl","full-time","single"
"1797",41875,2018-03-09,31,25,13,6.57,34.61,4,"female","empl","par-time","married"
"1798",6884,2018-01-12,27,21,8,7.86,28.6,2,"female","empl","par-time","married"
"1799",67002,2018-04-18,29,16,24,6.29,87.83,2,"male","unempl","full-time","single"
"1800",95853,2018-06-04,25,21,10,7.57,33.78,4,"female","empl","par-time","married"
"1801",42751,2018-03-10,23,21,21,6,67.99,5,"male","unempl","full-time","single"
"1802",14657,2018-01-24,21,19,18,6.71,58.53,3,"male","unempl","full-time","single"
"1803",26581,2018-02-12,21,24,11,7,35.64,2,"female","empl","par-time","single"
"1804",81688,2018-05-12,27,18,15,7.29,58.41,2,"male","unempl","full-time","divorced"
"1805",19156,2018-01-31,20,19,15,7.14,51.32,2,"male","unempl","full-time","single"
"1806",77179,2018-05-05,25,17,12,7.86,40.1,4,"female","empl","par-time","single"
"1807",98292,2018-05-21,23,20,11,7.57,34.19,2,"female","empl","par-time","married"
"1808",35292,2018-02-26,19,13,19,7.43,75.26,3,"male","unempl","full-time","single"
"1809",72555,2018-04-27,23,21,21,6,67.47,5,"male","unempl","full-time","single"
"1810",58817,2018-04-05,26,17,17,7.14,67.51,2,"male","unempl","full-time","divorced"
"1811",44337,2018-03-13,17,21,16,6.71,51.11,5,"male","unempl","full-time","single"
"1812",37920,2018-03-03,21,20,14,7.14,40.85,3,"female","empl","par-time","single"
"1813",26502,2018-02-12,16,20,19,6.43,55.22,5,"male","unempl","full-time","single"
"1814",95828,2018-06-04,28,18,16,7.14,53.89,5,"male","unempl","full-time","divorced"
"1815",29546,2018-02-17,20,23,23,5.43,64.55,1,"male","unempl","full-time","single"
"1816",62354,2018-04-11,18,20,24,5.71,70.05,5,"male","unempl","full-time","single"
"1817",62540,2018-04-11,22,19,17,6.86,53.13,2,"male","unempl","full-time","single"
"1818",93611,2018-05-31,26,19,23,6,72.46,5,"male","unempl","full-time","divorced"
"1819",79726,2018-05-09,16,21,18,6.43,51.27,2,"male","unempl","full-time","single"
"1820",25960,2018-02-11,27,22,14,6.86,48.38,2,"female","empl","par-time","divorced"
"1821",70475,2018-04-24,16,22,22,5.71,70.29,3,"male","unempl","full-time","single"
"1822",15766,2018-01-26,22,18,17,7,47.38,4,"male","empl","par-time","single"
"1823",93461,2018-05-31,24,16,20,6.86,67.07,1,"male","unempl","full-time","single"
"1824",41888,2018-03-09,21,22,9,7.57,24.28,3,"female","empl","par-time","single"
"1825",42516,2018-03-10,22,21,9,7.71,26.75,2,"female","empl","par-time","single"
"1826",55023,2018-03-30,22,21,20,6.14,69.71,2,"male","unempl","full-time","single"
"1827",52035,2018-03-25,22,21,17,6.57,49.27,3,"male","empl","par-time","single"
"1828",84108,2018-05-16,20,15,12,8.14,58.22,2,"female","unempl","par-time","single"
"1829",80729,2018-05-10,21,23,11,7.14,37.03,2,"female","empl","par-time","single"
"1830",77271,2018-05-05,17,26,8,7.14,16.44,1,"female","unempl","par-time","single"
"1831",90088,2018-05-25,25,20,14,7.14,54.05,5,"female","unempl","full-time","single"
"1832",74760,2018-05-01,22,18,11,7.86,41.69,2,"female","empl","par-time","single"
"1833",418,2018-01-01,27,18,14,7.43,54.25,5,"female","unempl","full-time","divorced"
"1834",7098,2018-01-12,27,22,7,7.86,26.81,5,"female","empl","par-time","married"
"1835",98874,2018-02-27,24,21,21,6,70.57,3,"male","unempl","full-time","single"
"1836",41109,2018-03-08,26,27,12,6.43,28.94,2,"female","empl","par-time","married"
"1837",38021,2018-03-03,22,20,8,8,19.34,3,"female","unempl","par-time","single"
"1838",63289,2018-04-12,19,19,10,7.86,41,5,"female","empl","par-time","single"
"1839",72090,2018-04-27,20,22,19,6.14,55.74,5,"male","unempl","full-time","single"
"1840",35154,2018-02-26,32,16,22,6.57,72.53,4,"male","unempl","full-time","divorced"
"1841",49289,2018-03-21,18,19,12,7.57,36.39,3,"female","empl","par-time","single"
"1842",2515,2018-01-05,26,17,12,7.86,42.94,4,"female","empl","par-time","divorced"
"1843",33163,2018-02-23,25,18,18,6.86,62.92,1,"male","unempl","full-time","single"
"1844",43981,2018-03-12,18,24,10,7.14,26.11,2,"female","empl","par-time","single"
"1845",89521,2018-05-25,29,22,14,6.86,41.47,5,"female","empl","par-time","divorced"
"1846",32888,2018-02-22,21,18,6,8.57,30.5,1,"female","empl","par-time","single"
"1847",90915,2018-05-27,17,15,19,7.14,76.28,4,"male","unempl","full-time","single"
"1848",33935,2018-02-24,26,21,15,6.86,52.87,2,"male","unempl","full-time","divorced"
"1849",14206,2018-01-23,17,22,14,6.86,38.32,2,"female","empl","par-time","single"
"1850",21505,2018-02-04,22,19,16,7,53.53,3,"male","unempl","full-time","single"
"1851",90843,2018-05-27,21,17,21,6.57,60.91,3,"male","unempl","full-time","single"
"1852",62582,2018-04-11,21,19,8,8.14,23.83,2,"female","empl","par-time","single"
"1853",9287,2018-01-15,23,23,20,5.86,67.14,1,"male","unempl","full-time","single"
"1854",9272,2018-01-15,21,20,14,7.14,45.12,3,"female","empl","par-time","single"
"1855",89547,2018-05-25,20,21,9,7.71,22.57,5,"female","empl","par-time","single"
"1856",25368,2018-02-10,20,20,11,7.57,39.65,1,"female","empl","par-time","single"
"1857",8712,2018-01-15,17,16,20,6.86,69.39,1,"male","unempl","full-time","single"
"1858",40537,2018-03-07,18,25,10,7,25.63,2,"female","empl","par-time","single"
"1859",69308,2018-04-22,22,26,13,6.43,39.49,2,"female","empl","par-time","single"
"1860",72011,2018-04-26,28,16,30,5.43,98.77,3,"male","unempl","full-time","single"
"1861",31430,2018-02-20,17,22,7,7.86,27.14,4,"female","empl","par-time","single"
"1862",9672,2018-01-16,22,16,9,8.43,36.95,4,"female","empl","par-time","single"
"1863",86051,2018-05-19,24,21,14,7,51.14,3,"female","unempl","full-time","single"
"1864",36734,2018-03-01,26,23,12,7,29.41,2,"female","empl","par-time","married"
"1865",62009,2018-04-10,21,24,13,6.71,36.13,2,"female","empl","par-time","single"
"1866",20662,2018-02-03,26,17,9,8.29,32.72,3,"female","empl","par-time","married"
"1867",66335,2018-04-17,22,19,18,6.71,63.03,2,"male","unempl","full-time","single"
"1868",2821,2018-01-05,19,19,11,7.71,32.27,2,"female","empl","par-time","single"
"1869",85415,2018-05-18,20,16,25,6.14,81.67,1,"male","unempl","full-time","single"
"1870",96647,2018-06-05,21,18,21,6.43,79.47,4,"male","unempl","full-time","single"
"1871",37392,2018-03-02,19,21,22,5.86,68.72,4,"male","unempl","full-time","single"
"1872",63898,2018-04-13,22,23,18,6.14,58.64,4,"male","unempl","full-time","single"
"1873",44480,2018-03-13,27,19,15,7.14,49.95,2,"male","empl","par-time","divorced"
"1874",44935,2018-03-14,23,15,12,8.14,41.01,2,"female","empl","par-time","single"
"1875",85162,2018-05-18,22,15,13,8,58.67,1,"female","unempl","par-time","single"
"1876",76053,2018-05-03,30,15,20,7,74.78,1,"male","unempl","full-time","divorced"
"1877",95526,2018-06-03,23,18,12,7.71,39.09,2,"female","empl","par-time","single"
"1878",12824,2018-01-21,25,24,17,6.14,41.91,1,"male","empl","par-time","single"
"1879",38512,2018-03-04,22,21,16,6.71,51.93,5,"male","unempl","full-time","single"
"1880",23310,2018-02-07,20,18,10,8,36.98,5,"female","empl","par-time","single"
"1881",90838,2018-05-27,17,17,15,7.43,56.01,5,"male","unempl","full-time","single"
"1882",93120,2018-05-30,23,17,19,6.86,66.2,1,"male","unempl","full-time","single"
"1883",33432,2018-02-23,19,16,8,8.57,36.98,1,"female","empl","par-time","single"
"1884",87525,2018-05-21,20,16,13,7.86,51.91,4,"female","unempl","par-time","single"
"1885",27197,2018-02-13,25,21,6,8.14,19.72,2,"female","unempl","par-time","married"
"1886",73159,2018-04-28,27,23,21,5.71,57.18,1,"male","unempl","full-time","divorced"
"1887",77354,2018-05-05,29,18,12,7.71,42.82,2,"female","empl","par-time","divorced"
"1888",85305,2018-05-18,23,20,9,7.86,42.53,3,"female","empl","par-time","single"
"1889",34136,2018-02-24,21,17,14,7.57,54.19,5,"female","unempl","full-time","single"
"1890",9869,2018-01-16,26,24,19,5.86,50.54,5,"male","unempl","full-time","divorced"
"1891",13780,2018-01-23,25,21,7,8,18.76,3,"female","unempl","par-time","married"
"1892",66059,2018-04-17,22,19,20,6.43,71.24,5,"male","unempl","full-time","single"
"1893",16521,2018-01-27,23,18,7,8.43,28.94,1,"female","empl","par-time","married"
"1894",49938,2018-03-22,20,20,14,7.14,46.99,1,"female","empl","par-time","single"
"1895",85072,2018-05-18,23,22,6,8,20.4,3,"female","empl","par-time","married"
"1896",55277,2018-03-31,23,19,16,7,56.21,4,"male","unempl","full-time","single"
"1897",44648,2018-03-13,23,22,13,7,39.69,3,"female","empl","par-time","single"
"1898",14481,2018-01-24,22,21,14,7,42.85,2,"female","empl","par-time","single"
"1899",35833,2018-02-27,20,23,13,6.86,34.34,5,"female","empl","par-time","single"
"1900",50428,2018-03-23,25,16,6,8.86,28.64,4,"female","empl","par-time","married"
"1901",92403,2018-05-29,20,20,13,7.29,45.6,4,"female","empl","par-time","single"
"1902",74494,2018-04-30,22,17,12,7.86,42.83,5,"female","empl","par-time","single"
"1903",2068,2018-01-04,24,20,12,7.43,42.81,3,"female","empl","par-time","single"
"1904",50968,2018-03-24,24,18,7,8.43,24.76,5,"female","empl","par-time","married"
"1905",46745,2018-03-17,19,20,17,6.71,52.24,5,"male","unempl","full-time","single"
"1906",97150,2018-06-06,21,13,13,8.29,57.72,2,"female","unempl","par-time","single"
"1907",8131,2018-01-14,27,18,20,6.57,74.52,2,"male","unempl","full-time","divorced"
"1908",58283,2018-04-04,29,22,20,6,59.68,3,"male","unempl","full-time","divorced"
"1909",24412,2018-02-09,25,22,16,6.57,54.77,4,"male","unempl","full-time","single"
"1910",94433,2018-06-02,27,17,19,6.86,64.59,2,"male","unempl","full-time","divorced"
"1911",83360,2018-05-15,22,24,14,6.57,48.69,3,"female","empl","par-time","single"
"1912",16270,2018-01-27,22,18,10,8,41.34,1,"female","empl","par-time","single"
"1913",89528,2018-05-25,23,18,11,7.86,51.68,3,"female","unempl","par-time","single"
"1914",48023,2018-03-19,27,16,26,6,85.22,2,"male","unempl","full-time","single"
"1915",62274,2018-04-11,26,13,9,8.86,42.02,3,"female","empl","par-time","divorced"
"1916",53513,2018-03-28,26,18,18,6.86,56.15,1,"male","unempl","full-time","divorced"
"1917",80594,2018-05-10,18,21,18,6.43,58.33,3,"male","unempl","full-time","single"
"1918",78382,2018-05-07,20,24,9,7.29,32.03,4,"female","empl","par-time","single"
"1919",70020,2018-04-23,25,12,23,7,83.98,3,"male","unempl","full-time","single"
"1920",22321,2018-02-05,19,21,13,7.14,42.39,2,"female","empl","par-time","single"
"1921",55361,2018-03-31,24,23,8,7.57,24.14,2,"female","empl","par-time","married"
"1922",5936,2018-01-10,25,23,19,6,50.38,2,"male","unempl","full-time","single"
"1923",30207,2018-02-18,23,23,8,7.57,21.03,1,"female","empl","par-time","married"
"1924",64110,2018-04-14,27,18,13,7.57,44.68,1,"female","empl","par-time","divorced"
"1925",34841,2018-02-26,23,20,12,7.43,47.23,4,"female","empl","par-time","single"
"1926",29799,2018-02-18,21,24,13,6.71,38.75,2,"female","empl","par-time","single"
"1927",54032,2018-03-29,23,21,15,6.86,51.52,3,"male","unempl","full-time","single"
"1928",24623,2018-02-09,24,21,13,7.14,42.37,4,"female","empl","par-time","single"
"1929",79304,2018-05-08,20,15,11,8.29,41.58,4,"female","empl","par-time","single"
"1930",78126,2018-05-06,18,21,11,7.43,37.66,4,"female","empl","par-time","single"
"1931",56854,2018-04-02,27,24,8,7.43,22.21,1,"female","empl","par-time","married"
"1932",80562,2018-05-10,27,20,9,7.86,29.43,1,"female","empl","par-time","married"
"1933",27740,2018-02-14,26,19,5,8.57,24.47,3,"female","empl","par-time","married"
"1934",8782,2018-01-15,27,20,14,7.14,37.9,4,"female","empl","par-time","divorced"
"1935",32431,2018-02-22,21,21,21,6,69.5,5,"male","unempl","full-time","single"
"1936",34152,2018-02-25,26,25,8,7.29,17.34,3,"female","unempl","par-time","married"
"1937",12517,2018-01-21,17,17,14,7.57,53.64,1,"female","unempl","full-time","single"
